competitor,product,brand,type,in_stock_flavours,flavours_in_stock,other_variants_in_stock,price_from,listings,example_listing,competitor_url,more_urls,closest_vos_product,closest_vos_score
vampirevape.co.uk,innokin ares finale glass tube - black,innokin,accessory,0,,,1.25,1,Innokin Ares Finale Glass Tube - Black,https://www.vampirevape.co.uk/innokin-ares-finale-glass-tube-black,,innokin zlide top replacement glass vape glass replacement,0.22
vampirevape.co.uk,lost vape centaurus sub ohm replacement glass - 2ml,lost vape,accessory,0,,,1.99,1,Lost Vape Centaurus Sub Ohm Replacement Glass - 2ml,https://www.vampirevape.co.uk/lost-vape-centaurus-sub-ohm-replacement-glass-2ml,,,
vampirevape.co.uk,smok fetch mini leather case - blue,smok,accessory,0,,,1.99,1,Smok Fetch Mini Leather Case - Blue,https://www.vampirevape.co.uk/smok-fetch-mini-leather-case-blue,,Smok Tfv Mini V2,0.09
vampirevape.co.uk,smok fetch mini leather case - red,smok,accessory,0,,,1.99,1,Smok Fetch Mini Leather Case - Red,https://www.vampirevape.co.uk/smok-fetch-mini-leather-case-red,,Smok Tfv Mini V2,0.09
vampirevape.co.uk,smok resin drip tip,smok,accessory,0,,,3.49,1,Smok Resin Drip Tip,https://www.vampirevape.co.uk/smok-resin-drip-tip,,,
vampirevape.co.uk,smok t-air glass - 2ml,smok,accessory,0,,,3.99,1,Smok T-Air Glass - 2ml,https://www.vampirevape.co.uk/smok-t-air-glass-2ml,,,
vampirevape.co.uk,ud rebuildable tool kit v2,ud,accessory,0,,,12.99,1,UD Rebuildable Tool Kit V2,https://www.vampirevape.co.uk/ud-rebuildable-tool-kit-v2,,,
vampirevape.co.uk,Vampire Vape Charger 30Ml E-Liquid Concentrate,vampire vape,accessory,0,,"strength: 0mg, 10mg, 12mg, 18mg, 20mg, 3mg, 6mg",3.99,3,Vampire Vape Charger 30ml E-liquid Concentrate,https://www.vampirevape.co.uk/vampire-vape-charger-30ml-e-liquid-concentrate,https://www.vampirevape.co.uk/vampire-vape-charger-10ml-e-liquid https://www.vampirevape.co.uk/vampire-vape-nic-salt-charger-10ml-e-liquid,,
vampirevape.co.uk,oxva origin x 510 adapter,vampire vape,accessory,0,,,2.99,1,OXVA Origin X 510 Adapter,https://www.vampirevape.co.uk/oxva-origin-x-510-adapter,,,
vampirevape.co.uk,usb car charger,vampire vape,accessory,0,,,2.99,1,USB Car Charger,https://www.vampirevape.co.uk/usb-car-charger,,,
vampirevape.co.uk,vampire vape branded usb mega charger,vampire vape,accessory,0,,,4.99,1,Vampire Vape Branded USB Mega Charger,https://www.vampirevape.co.uk/vampire-vape-branded-usb-mega-charger,,,
vampirevape.co.uk,vapjoy widebore resin 810 drip tip,vapjoy,accessory,0,,,9.99,1,Vapjoy Widebore Resin 810 Drip Tip ,https://www.vampirevape.co.uk/vapjoy-widebore-resin-810-drip-tip,,,
vampirevape.co.uk,Voopoo Uforce L Tank,voopoo,accessory,0,,colour: glass,0.99,1,VooPoo UForce-L Tank Glass,https://www.vampirevape.co.uk/voopoo-uforce-l-tank-glass,,,
vampirevape.co.uk,Voopoo Uforce X Nano Tank Replacement,voopoo,accessory,0,,colour: glass,1.99,1,VooPoo Uforce-x Nano Tank Replacement Glass,https://www.vampirevape.co.uk/voopoo-uforce-x-nano-tank-replacement-glass,,,
vampirevape.co.uk,Voopoo Uforce X Replacement,voopoo,accessory,0,,colour: glass,1.59,1,VooPoo Uforce-X Replacement Glass,https://www.vampirevape.co.uk/voopoo-uforce-x-replacement-glass,,,
vampirevape.co.uk,voopoo pnp x 510 drip tip - 2pk,voopoo,accessory,0,,,1.99,1,VooPoo PnP X 510 Drip Tip - 2PK,https://www.vampirevape.co.uk/voopoo-pnp-x-510-drip-tip-2pk,,maat 810 drip tip by voopoo,0.41
vampirevape.co.uk,voopoo uforce-l tank 810 drip tip,voopoo,accessory,0,,,1.99,1,VooPoo UForce-L Tank 810 Drip Tip,https://www.vampirevape.co.uk/voopoo-uforce-l-tank-810-drip-tip,,maat 810 drip tip by voopoo,0.36
vampirevape.co.uk,vpdam 810 heat discolour drip tip,vpdam,accessory,0,,,2.99,1,VPDAM 810 Heat Discolour Drip Tip,https://www.vampirevape.co.uk/vpdam-810-heat-discolour-drip-tip,,,
vampirevape.co.uk,vpdam cleito drip tips,vpdam,accessory,0,,,3.29,1,Vpdam Cleito Drip Tips,https://www.vampirevape.co.uk/vpdam-cleito-drip-tips,,,
vampirevape.co.uk,vpdam tfv8 drip tips - orange,vpdam,accessory,0,,,1.3,1,Vpdam TFV8 Drip Tips - Orange,https://www.vampirevape.co.uk/vpdam-tfv8-drip-tips-orange,,,
vampirevape.co.uk,vpdam tfv8 drip tips - yellow,vpdam,accessory,0,,,1.3,1,Vpdam TFV8 Drip Tips - Yellow,https://www.vampirevape.co.uk/vpdam-tfv8-drip-tips-yellow,,,
vampirevape.co.uk,xtar charger - x2,xtar,accessory,0,,,16.99,1,XTAR Charger - X2,https://www.vampirevape.co.uk/xtar-charger-x2,,,
vampirevape.co.uk,xtar mc4s charger,xtar,accessory,0,,,12.99,1,XTAR MC4S Charger,https://www.vampirevape.co.uk/xtar-mc4s-charger,,,
vampirevape.co.uk,xtar vc2 charger,xtar,accessory,0,,,9.99,1,Xtar VC2 Charger,https://www.vampirevape.co.uk/xtar-vc2-charger,,,
vampirevape.co.uk,xtar vc4 charger,xtar,accessory,0,,,14.99,1,Xtar VC4 Charger,https://www.vampirevape.co.uk/xtar-vc4-charger,,,
vampirevape.co.uk,Odb Batteries Wrap 20700,?,battery,0,,colour: camo,1.49,1,ODB Batteries Wrap 20700 - Camo - 4PK,https://www.vampirevape.co.uk/odb-batteries-wrap-20700-camo-4pk,,awt 20700 4200ah 40a li-mn battery,0.07
vampirevape.co.uk,odb batteries wrap 20700 - kraken - 4pk,?,battery,0,,,1.49,1,ODB Batteries Wrap 20700 - Kraken - 4PK,https://www.vampirevape.co.uk/odb-batteries-wrap-20700-kraken-4pk,,awt 20700 4200ah 40a li-mn battery,0.06
vampirevape.co.uk,odb batteries wrap 20700 - mermaid - 4pk,?,battery,0,,,1.49,1,ODB Batteries Wrap 20700 - Mermaid - 4PK,https://www.vampirevape.co.uk/odb-batteries-wrap-20700-mermaid-4pk,,awt 20700 4200ah 40a li-mn battery,0.06
vampirevape.co.uk,odb batteries wrap 20700 - polar - 4pk,?,battery,0,,,1.49,1,ODB Batteries Wrap 20700 - Polar - 4PK,https://www.vampirevape.co.uk/odb-batteries-wrap-20700-polar-4pk,,awt 20700 4200ah 40a li-mn battery,0.06
vampirevape.co.uk,odb batteries wrap 20700 - zombie - 4pk,?,battery,0,,,1.49,1,ODB Batteries Wrap 20700 - Zombie - 4PK,https://www.vampirevape.co.uk/odb-batteries-wrap-20700-zombie-4pk,,awt 20700 4200ah 40a li-mn battery,0.06
vampirevape.co.uk,innokin t18 2 battery,innokin,battery,0,,,15.99,1,Innokin T18 2 Battery,https://www.vampirevape.co.uk/innokin-t18-2-battery,,,
vampirevape.co.uk,aspire af mesh coils - 5pk,aspire,coil,0,,"resistance: 0.4ohm, 0.6ohm, 1.0ohm",8.49,1,Aspire AF Mesh Coils - 5PK,https://www.vampirevape.co.uk/aspire-af-mesh-coils-5pk,,,
vampirevape.co.uk,aspire atlantis se coils - 5pk - 0.35ohm,aspire,coil,0,,,10.99,1,Aspire Atlantis SE Coils - 5PK - 0.35ohm,https://www.vampirevape.co.uk/aspire-atlantis-se-coils-5pk-0-35ohm,,aspire atlantis evo coils pack of 5,0.35
vampirevape.co.uk,aspire bp60 coils - 5pk,aspire,coil,0,,"resistance: 0.15ohm, 0.17ohm, 0.3ohm, 0.4ohm, 0.6ohm, 1.0ohm",9.89,1,Aspire BP60 Coils - 5PK,https://www.vampirevape.co.uk/aspire-bp60-coils-5pk,,aspire bp replacement coils pack of 5,0.3
vampirevape.co.uk,aspire nautilus x u-tech coils - 5pk,aspire,coil,0,,,9.49,1,Aspire Nautilus X U-Tech Coils - 5PK,https://www.vampirevape.co.uk/aspire-nautilus-x-u-tech-coils-5pk,,Aspire Nautilus X Coils Of Each,0.3
vampirevape.co.uk,aspire odan coils - 3pk,aspire,coil,0,,,7.89,1,Aspire Odan Coils - 3PK,https://www.vampirevape.co.uk/aspire-odan-coils-3pk,,aspire odan replacement coils: the flavor-chaser's secret weapon,0.12
vampirevape.co.uk,Double Drip Coils Sauce Crystal Mist 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Crystal Mist 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-crystal-mist-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-crystal-mist-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Mango Raspberry Ice Cream 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 10mg, 20mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Mango Raspberry Ice Cream 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-mango-raspberry-ice-cream-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-mango-raspberry-ice-cream-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Orange And Mango Chill 50Ml Shortfill E-Liquid,double drip,coil,0,,strength: 3mg,3.99,2,Double Drip Coil Sauce Orange & Mango Chill 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-orange-mango-chill-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-orange-mango-chill-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Sherbet Rainbow 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Sherbet Rainbow 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-sherbet-rainbow-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-sherbet-rainbow-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Strawberry Banana Waffle 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Strawberry Banana Waffle 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-banana-waffle-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-banana-waffle-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Strawberry Laces And Sherbet 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Strawberry Laces & Sherbet 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-laces-sherbet-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-laces-sherbet-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Super Berry Sherbet 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",3.99,2,Double Drip Coil Sauce Super Berry Sherbet 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-super-berry-sherbet-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-super-berry-sherbet-10ml-e-liquid,,
vampirevape.co.uk,Double Drip Coils Sauce Twisted Ice Cream 50Ml Shortfill E-Liquid,double drip,coil,0,,"strength: 3mg, 6mg",3.99,2,Double Drip Coil Sauce Twisted Ice Cream 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-twisted-ice-cream-50ml-shortfill-e-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-twisted-ice-cream-10ml-e-liquid,,
vampirevape.co.uk,double drip coil sauce cherry cream soda 50ml shortfill e-liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",11.99,1,Double Drip Coil Sauce Cherry Cream Soda 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-cherry-cream-soda-50ml-shortfill-e-liquid,,,
vampirevape.co.uk,double drip coil sauce fizzy cherry cola 50ml shortfill e-liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",11.99,1,Double Drip Coil Sauce Fizzy Cherry Cola 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-fizzy-cherry-cola-50ml-shortfill-e-liquid,,,
vampirevape.co.uk,double drip coil sauce fizzy cherry cola bottles 10ml e-liquid,double drip,coil,0,,"strength: 3mg, 6mg",3.99,1,Double Drip Coil Sauce Fizzy Cherry Cola Bottles 10ml E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-fizzy-cherry-cola-bottles-10ml-e-liquid,,,
vampirevape.co.uk,double drip coil sauce lemon sherbet 50ml shortfill e-liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",11.99,1,Double Drip Coil Sauce Lemon Sherbet 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-lemon-sherbet-50ml-shortfill-e-liquid,,,
vampirevape.co.uk,double drip coil sauce mango tropic 50ml shortfill e-liquid,double drip,coil,0,,"strength: 0mg, 12mg, 18mg, 3mg, 6mg",11.99,1,Double Drip Coil Sauce Mango Tropic 50ml Shortfill E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-mango-tropic-50ml-shortfill-e-liquid,,,
vampirevape.co.uk,double drip coil sauce raspberry sherbet 10ml e-liquid,double drip,coil,0,,strength: 3mg,3.99,1,Double Drip Coil Sauce Raspberry Sherbet 10ml E-liquid,https://www.vampirevape.co.uk/double-drip-coil-sauce-raspberry-sherbet-10ml-e-liquid,,,
vampirevape.co.uk,eleaf ec coils - 5pk,eleaf,coil,0,,,7.49,1,Eleaf EC Coils - 5PK,https://www.vampirevape.co.uk/eleaf-ec-coils-5pk,,eleaf ec ijust 2 coils,0.2
vampirevape.co.uk,eleaf gs air 2 coils - 5pk,eleaf,coil,0,,,7.99,1,Eleaf GS Air 2 Coils - 5PK,https://www.vampirevape.co.uk/eleaf-gs-air-2-coils-5pk,,eleaf ec ijust 2 coils,0.4
vampirevape.co.uk,freemax fireluke 22 coils-1.0ohm,freemax,coil,0,,,4.99,1,FreeMax Fireluke 22 Coils-1.0ohm,https://www.vampirevape.co.uk/freemax-fireluke-22-coils-1-0ohm,,freemax fireluke solo replacement coils pack of 5,0.15
vampirevape.co.uk,freemax maxpod replacement coils - 1.5 ohm,freemax,coil,0,,,4.49,1,Freemax MaxPod Replacement Coils - 1.5 ohm,https://www.vampirevape.co.uk/freemax-maxpod-replacement-coils-1-5-ohm,,,
vampirevape.co.uk,freemax ms mesh coils - 5pk,freemax,coil,0,,,7.49,1,Freemax MS Mesh Coils - 5PK,https://www.vampirevape.co.uk/freemax-ms-mesh-coils-5pk,,,
vampirevape.co.uk,geek vape frenzy replacement coils - 5pk,geekvape,coil,0,,,7.99,1,Geek Vape Frenzy Replacement Coils - 5PK,https://www.vampirevape.co.uk/geek-vape-frenzy-replacement-coils-5pk,,,
vampirevape.co.uk,geek vape m coils - 5pk,geekvape,coil,0,,,10.49,1,Geek Vape M Coils - 5PK,https://www.vampirevape.co.uk/geek-vape-m-coils-5pk,,,
vampirevape.co.uk,geekvape frenzy replacement coils - 0.7 ohm mesh,geekvape,coil,0,,,4.49,1,GeekVape Frenzy Replacement Coils - 0.7 ohm Mesh,https://www.vampirevape.co.uk/geekvape-frenzy-replacement-coils-0-7-ohm-mesh,,,
vampirevape.co.uk,geekvape frenzy replacement coils - 1.2 ohm,geekvape,coil,0,,,3.49,1,GeekVape Frenzy Replacement Coils - 1.2 ohm,https://www.vampirevape.co.uk/geekvape-frenzy-replacement-coils-1-2-ohm,,,
vampirevape.co.uk,horizontech falcon coils (3 pack)-m triple ohm,horizon tech,coil,0,,,9.99,1,HorizonTech Falcon Coils (3 pack)-M Triple 0.15 ohm,https://www.vampirevape.co.uk/horizontech-falcon-coils-3-pack-m-triple-0-15-ohm,,Horizontech Falcon Coils,0.2
vampirevape.co.uk,innokin pzp coils - 0.6ohm - 3pk,innokin,coil,0,,,3.49,1,Innokin PZP Coils - 0.6ohm - 3PK,https://www.vampirevape.co.uk/innokin-pzp-coils-0-6ohm-3pk,,innokin pzp max replacement coils pack of 3,0.4
vampirevape.co.uk,innokin pzp coils - 1.2ohm - 3pk,innokin,coil,0,,,3.49,1,Innokin PZP Coils - 1.2ohm - 3PK,https://www.vampirevape.co.uk/innokin-pzp-coils-1-2ohm-3pk,,innokin pzp max replacement coils pack of 3,0.4
vampirevape.co.uk,innokin scion ii coil - 0.36ohm 4 core - 3 pk,innokin,coil,0,,,6.79,1,Innokin Scion II Coil - 0.36ohm 4 core - 3 PK,https://www.vampirevape.co.uk/innokin-scion-ii-coil-0-36ohm-4-core-3-pk,,innokin scion replacement vape coils [pack of 3],0.12
vampirevape.co.uk,innokin zenith coils - 5pk,innokin,coil,0,,,6.99,1,Innokin Zenith Coils - 5PK,https://www.vampirevape.co.uk/innokin-zenith-coils-5pk,,innokin zenith z replacement coils price,0.45
vampirevape.co.uk,innokin zenith pro coils - 5pk,innokin,coil,0,,,7.49,1,Innokin Zenith Pro Coils - 5PK,https://www.vampirevape.co.uk/innokin-zenith-pro-coils-5pk,,innokin zenith z replacement coils price,0.3
vampirevape.co.uk,kangertech clocc coils - 5pk,kangertech,coil,0,,,9.49,1,KangerTech CLOCC Coils - 5PK,https://www.vampirevape.co.uk/kangertech-clocc-coils-5pk,,,
vampirevape.co.uk,kangertech ssocc coils - 5pk,kangertech,coil,0,,resistance: ni200 0.15ohm,7.49,1,KangerTech SSOCC Coils - 5PK,https://www.vampirevape.co.uk/kangertech-ssocc-coils-5pk,,,
vampirevape.co.uk,lost vape ub max coils - 3pk,lost vape,coil,0,,,7.49,1,Lost Vape UB Max Coils - 3PK,https://www.vampirevape.co.uk/lost-vape-ub-max-coils-3pk,,Lost Vape Ub Mini Coils,0.4
vampirevape.co.uk,lost vape ub ultra coils - 5pk-m6 - 0.3ohm,lost vape,coil,0,,,5.99,1,Lost Vape UB Ultra Coils - 5PK-M6 - 0.3ohm,https://www.vampirevape.co.uk/lost-vape-ub-ultra-coils-5pk-m6-0-3ohm,,Lost Vape Ub Mini Coils,0.12
vampirevape.co.uk,lost vape ub ultra coils - 5pk-m8 - 0.15ohm,lost vape,coil,0,,,5.99,1,Lost Vape UB Ultra Coils - 5PK-M8 - 0.15ohm,https://www.vampirevape.co.uk/lost-vape-ub-ultra-coils-5pk-m8-0-15ohm,,Lost Vape Ub Mini Coils,0.12
vampirevape.co.uk,lost vape ultra boost coil - m3 0.15ohm - 5pk,lost vape,coil,0,,,4.99,1,Lost Vape Ultra Boost Coil - M3 0.15ohm - 5PK,https://www.vampirevape.co.uk/lost-vape-ultra-boost-coil-m3-0-15ohm-5pk,,Lost Vape Ultra Boost V2 Coils Replacement,0.24
vampirevape.co.uk,lost vape ultra boost coil - mtl 1.0ohm - 5pk,lost vape,coil,0,,,4.99,1,Lost Vape Ultra Boost Coil - MTL 1.0ohm - 5PK,https://www.vampirevape.co.uk/lost-vape-ultra-boost-coil-mtl-1-0ohm-5pk,,lost vape ultra boost pro coils pack of 3,0.51
vampirevape.co.uk,lost vape ultra boost coils - v3 - m3 0.15ohm - 5pk,lost vape,coil,0,,,4.99,1,Lost Vape Ultra Boost Coils - V3 - M3 0.15ohm - 5PK,https://www.vampirevape.co.uk/lost-vape-ultra-boost-coils-v3-m3-0-15ohm-5pk,,Lost Vape Ultra Boost V2 Coils Replacement,0.24
vampirevape.co.uk,operation vape prebuilt coils,operation vape,coil,0,,,3.49,1,Operation Vape Prebuilt Coils,https://www.vampirevape.co.uk/operation-vape-prebuilt-coils,,,
vampirevape.co.uk,smok m-coils / 5pk - 0.4ohm,smok,coil,0,,,7.99,1,Smok M-Coils / 5PK - 0.4ohm,https://www.vampirevape.co.uk/smok-m-coils-5pk-0-4ohm,,,
vampirevape.co.uk,smok p - baby t12 light coils - 5pk,smok,coil,0,,,16.99,1,SMOK P -  Baby T12 Light Coils - 5PK,https://www.vampirevape.co.uk/smok-p-baby-t12-light-coils-5pk,,smok v8 baby t12 replacement vape coils,0.3
vampirevape.co.uk,smok tfv12 coils v12-t6,smok,coil,0,,,7.99,1,Smok TFV12 Coils V12-T6,https://www.vampirevape.co.uk/smok-tfv12-coils-v12-t6,,tfv12 coils - 3 pack by smok,0.4
vampirevape.co.uk,smok tfv12 coils v12-t8,smok,coil,0,,,7.99,1,Smok TFV12 Coils V12-T8,https://www.vampirevape.co.uk/smok-tfv12-coils-v12-t8,,smok v8 baby t12 replacement vape coils,0.4
vampirevape.co.uk,uwell caliburn g coils - 4pk,uwell,coil,0,,,8.89,1,Uwell Caliburn G Coils - 4PK,https://www.vampirevape.co.uk/uwell-caliburn-g-coils-4pk,,caliburn g & g2 replacement coils by uwell pack of 4,0.3
vampirevape.co.uk,uwell crown m coils - 0.6ohm - 4pk,uwell,coil,0,,,6.99,1,Uwell Crown M Coils - 0.6ohm - 4PK,https://www.vampirevape.co.uk/uwell-crown-m-coils-0-6ohm-4pk,,uwell crown v replacement coils [pack of 4],0.3
vampirevape.co.uk,uwell crown m coils - twin coil 0.4ohm/0.8ohm - 4pk,uwell,coil,0,,,6.99,1,Uwell Crown M Coils - Twin Coil 0.4ohm/0.8ohm - 4PK,https://www.vampirevape.co.uk/uwell-crown-m-coils-twin-coil-0-4ohm-0-8ohm-4pk,,uwell crown v replacement coils [pack of 4],0.15
vampirevape.co.uk,vaporesso gti coils - 5pk,vaporesso,coil,0,,,7.49,1,Vaporesso GTi Coils - 5PK,https://www.vampirevape.co.uk/vaporesso-gti-coils-5pk,,,
