competitor,competitor_product,vos_product,vos_url,score,confidence,competitor_url
vampirevape.co.uk,innokin ez watt vape kit,innokin ez.watt vape starter kit,https://vapeonlinestore.co.uk/products/innokin-ez-watt-kit,1.0,high,https://www.vampirevape.co.uk/innokin-ez-watt-vape-kit
vampirevape.co.uk,innokin zlide vape tank,innokin zlide replacement tank,https://vapeonlinestore.co.uk/products/zlide-vape-tank-by-innokin,1.0,high,https://www.vampirevape.co.uk/innokin-zlide-vape-tank
vampirevape.co.uk,innokin adept zlide vape kit,innokin zlide adept vape kit,https://vapeonlinestore.co.uk/products/zlide-adept-vape-kit,1.0,high,https://www.vampirevape.co.uk/innokin-adept-zlide-vape-kit
vampirevape.co.uk,horizontech falcon 2 vape tank,horizontech falcon 2 replacement tank,https://vapeonlinestore.co.uk/products/falcon-2-vape-tank-by-horizontech,1.0,high,https://www.vampirevape.co.uk/horizontech-falcon-2-vape-tank
vampirevape.co.uk,geek vape zeus sub ohm vape tank,geekvape zeus sub ohm replacement tank,https://vapeonlinestore.co.uk/products/zeus-sub-ohm-vape-tank-by-geek-vape,1.0,high,https://www.vampirevape.co.uk/geek-vape-zeus-sub-ohm-vape-tank
vampirevape.co.uk,innokin go s vape tank,innokin go-s disposable tank,https://vapeonlinestore.co.uk/products/go-s-disposable-tank-by-innokin,1.0,high,https://www.vampirevape.co.uk/innokin-go-s-vape-tank
vampirevape.co.uk,smok vape pen v2 vape pen kit,smok vape pen v2 kit,https://vapeonlinestore.co.uk/products/smok-vape-pen-v2,1.0,high,https://www.vampirevape.co.uk/smok-vape-pen-v2-vape-pen-kit
vampirevape.co.uk,smok nord 4 vape pod kit,smok nord 4 pod kit,https://vapeonlinestore.co.uk/products/smok-nord-4-pod-kit,1.0,high,https://www.vampirevape.co.uk/smok-nord-4-vape-pod-kit
vampirevape.co.uk,aspire pockex coils - 5pk,Aspire Pockex Coils,https://vapeonlinestore.co.uk/products/aspire-pockex-coils-5-pack,1.0,high,https://www.vampirevape.co.uk/aspire-pockex-coils-5pk
vampirevape.co.uk,smok nord coils - 5pk,smok nord replacement coils pack of 5,https://vapeonlinestore.co.uk/products/smok-nord-coils,1.0,high,https://www.vampirevape.co.uk/smok-nord-coils-5pk
vampirevape.co.uk,horizontech falcon coils - 3pk,Horizontech Falcon Coils,https://vapeonlinestore.co.uk/products/falcon-coils-3-pack-by-horizontech,1.0,high,https://www.vampirevape.co.uk/horizontech-falcon-coils-3pk
vampirevape.co.uk,Voopoo Pnp Coils,Voopoo Pnp Coils,https://vapeonlinestore.co.uk/products/voopoo-pnp-replacement-coils,1.0,high,https://www.vampirevape.co.uk/voopoo-pnp-coils-5pk
vampirevape.co.uk,smok rpm coils - 5pk,smok rpm replacement coils pack of 5,https://vapeonlinestore.co.uk/products/smok-rpm-replacement-coils,1.0,high,https://www.vampirevape.co.uk/smok-rpm-coils-5pk
vampirevape.co.uk,smok nord 2 replacement pods - 3pk,smok nord 2 replacement pods,https://vapeonlinestore.co.uk/products/smok-nord-2-replacement,1.0,high,https://www.vampirevape.co.uk/smok-nord-2-replacement-pods-3pk
vampirevape.co.uk,horizontech falcon 2 coils - 3pk,horizontech falcon 2 replacement coils pack of 3,https://vapeonlinestore.co.uk/products/falcon-2-tank-replacement-coils-by-horizontech,1.0,high,https://www.vampirevape.co.uk/horizontech-falcon-2-coils-3pk
vampirevape.co.uk,aspire nautilus coils - 5pk,Aspire Nautilus X Coils Of Each,https://vapeonlinestore.co.uk/products/nautilus-x-coils-5-pack-by-aspire,1.0,high,https://www.vampirevape.co.uk/aspire-nautilus-coils-5pk
vampirevape.co.uk,innokin isub coils - 5pk,innokin isub tank replacement coils,https://vapeonlinestore.co.uk/products/innokin-isub-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/innokin-isub-coils-5pk
vampirevape.co.uk,aspire nautilus x u-tech coils - 5pk,Aspire Nautilus X Coils Of Each,https://vapeonlinestore.co.uk/products/nautilus-x-coils-5-pack-by-aspire,1.0,reviewed,https://www.vampirevape.co.uk/aspire-nautilus-x-u-tech-coils-5pk
vampirevape.co.uk,smok vape pen 22 coils - 5pk,smok vape pen 22 coils,https://vapeonlinestore.co.uk/products/smok-vape-pen-22-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/smok-vape-pen-22-coils-5pk
vampirevape.co.uk,vaporesso gt core coils - 3pk,vaporesso gt core coils [pack of 3],https://vapeonlinestore.co.uk/products/vaporesso-gt-coils-pack-of-3,1.0,high,https://www.vampirevape.co.uk/vaporesso-gt-core-coils-3pk
vampirevape.co.uk,aspire breeze and breeze 2 coils - 5pk,aspire breeze/breeze 2 replacement coils pack of 5,https://vapeonlinestore.co.uk/products/breeze-breeze-2-coils-5-pack-by-aspire,1.0,high,https://www.vampirevape.co.uk/aspire-breeze-and-breeze-2-coils-5pk
vampirevape.co.uk,innokin jem coils - 5pk,innokin jem replacement vape coils pack of 5,https://vapeonlinestore.co.uk/products/innokin-jem-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/innokin-jem-coils-5pk
vampirevape.co.uk,joyetech exceed edge replacement pods - 5pk,exceed edge tank cartridges - 5 pack by joyetech,https://vapeonlinestore.co.uk/products/exceed-edge-tank-cartridges-5-pack-by-joyetech,1.0,reviewed,https://www.vampirevape.co.uk/joyetech-exceed-edge-replacement-pods-5pk
vampirevape.co.uk,smok tfv-mini v2 coils - 3pk,smok tfv-mini v2 replacement coils [pack of 3],https://vapeonlinestore.co.uk/products/smok-mini-v2-coils-pack-of-3,1.0,high,https://www.vampirevape.co.uk/smok-tfv-mini-v2-coils-3pk
vampirevape.co.uk,Smok Novo Refill Pods,smok novo x replacement pods pack of 3,https://vapeonlinestore.co.uk/products/smok-novo-x-replacement-pods,1.0,high,https://www.vampirevape.co.uk/smok-novo-replacement-pods-3pk
vampirevape.co.uk,smok rpm 2 coils - 5pk,smok rpm 2 replacement coils pack of 5,https://vapeonlinestore.co.uk/products/smok-rpm-2-coils,1.0,high,https://www.vampirevape.co.uk/smok-rpm-2-coils-5pk
vampirevape.co.uk,aspire bp60 coils - 5pk,aspire bp replacement coils pack of 5,https://vapeonlinestore.co.uk/products/bp-replacement-coils-by-aspire,1.0,reviewed,https://www.vampirevape.co.uk/aspire-bp60-coils-5pk
vampirevape.co.uk,geek vape b series coils - 5pk,geekvape b series coil [pack of 5],https://vapeonlinestore.co.uk/products/geekvape-b-series-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/geek-vape-b-series-coils-5pk
vampirevape.co.uk,aspire odan coils - 3pk,aspire odan replacement coils: the flavor-chaser's secret weapon,https://vapeonlinestore.co.uk/products/odan-replacement-coils-by-aspire,1.0,reviewed,https://www.vampirevape.co.uk/aspire-odan-coils-3pk
vampirevape.co.uk,uwell valyrian 2 coils - 2pk,uwell valyrian 2 replacement coils [pack of 2],https://vapeonlinestore.co.uk/products/uwell-valyrian-2-coils-pack-of-2,1.0,high,https://www.vampirevape.co.uk/uwell-valyrian-2-coils-2pk
vampirevape.co.uk,freemax fireluke 2 coils - 5pk,freemax fireluke 2 replacement coils,https://vapeonlinestore.co.uk/products/freemax-fireluke-2-coils,1.0,high,https://www.vampirevape.co.uk/freemax-fireluke-2-coils-5pk
vampirevape.co.uk,oxva origin x 510 adapter,oxva origin x 510 adaptor,https://vapeonlinestore.co.uk/products/oxva-origin-x-510-adaptor,1.0,reviewed,https://www.vampirevape.co.uk/oxva-origin-x-510-adapter
vampirevape.co.uk,smok ipx 80 vape pod kit,smok ipx 80 pod kit,https://vapeonlinestore.co.uk/products/smok-ipx-80-pod-kit,1.0,high,https://www.vampirevape.co.uk/smok-ipx-80-vape-pod-kit
vampirevape.co.uk,vaporesso gtx coils - 5pk,vaporesso gtx coils pack of 5,https://vapeonlinestore.co.uk/products/vaporesso-gtx-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/vaporesso-gtx-coils-5pk
vampirevape.co.uk,Voopoo Pnp Refill Pods,Voopoo Pnp X Refill Pods,https://vapeonlinestore.co.uk/products/pnp-x-replacement-pod-by-voopoo,1.0,high,https://www.vampirevape.co.uk/voopoo-pnp-replacement-pods-2pk
vampirevape.co.uk,voopoo tpp pod - silver - 2pk,Tpp X Pod Tank By Voopoo,https://vapeonlinestore.co.uk/products/tpp-x-pod-tank-by-voopoo,1.0,reviewed,https://www.vampirevape.co.uk/voopoo-tpp-pod-silver-2pk
vampirevape.co.uk,Voopoo Tpp Pod,Tpp X Pod Tank By Voopoo,https://vapeonlinestore.co.uk/products/tpp-x-pod-tank-by-voopoo,1.0,reviewed,https://www.vampirevape.co.uk/voopoo-tpp-pod-gunmetal-2pk
vampirevape.co.uk,voopoo tpp coils - 3pk,tpp replacement coils by voopoo,https://vapeonlinestore.co.uk/products/tpp-replacement-coils-by-voopoo,1.0,high,https://www.vampirevape.co.uk/voopoo-tpp-coils-3pk
vampirevape.co.uk,smok ipx 80 replacement pods - 3pk,smok ipx 80 rpm 2 replacement pods,https://vapeonlinestore.co.uk/products/smok-ipx-80-rpm-2-replacement-pods,1.0,reviewed,https://www.vampirevape.co.uk/smok-ipx-80-replacement-pods-3pk
vampirevape.co.uk,vaporesso luxe q replacement pods - 4pk,vaporesso luxe q mesh 2ml replacement pod,https://vapeonlinestore.co.uk/products/luxe-q-replacement-pods-by-vaporesso,1.0,high,https://www.vampirevape.co.uk/vaporesso-luxe-q-replacement-pods-4pk
vampirevape.co.uk,smok novo 4 replacement pods - 3pk,smok novo 4 empty replacement pods pack of 3,https://vapeonlinestore.co.uk/products/smok-novo-4-replacement-pods,1.0,high,https://www.vampirevape.co.uk/smok-novo-4-replacement-pods-3pk
vampirevape.co.uk,smok lp1 coils - 5pk,smok lp1 replacement coils pack of 5,https://vapeonlinestore.co.uk/products/lp1-replacement-coils-by-smok,1.0,high,https://www.vampirevape.co.uk/smok-lp1-coils-5pk
vampirevape.co.uk,smok novo 2 replacement pods - 3pk,Smok Novo 2 Refill Pods,https://vapeonlinestore.co.uk/products/novo-2-replacement-pods-by-smok,1.0,high,https://www.vampirevape.co.uk/smok-novo-2-replacement-pods-3pk
vampirevape.co.uk,geek vape aegis legend 2 l200 vape kit,geek vape aegis legend 2 vape kit,https://vapeonlinestore.co.uk/products/geek-vape-aegis-legend-2-vape-kit,1.0,reviewed,https://www.vampirevape.co.uk/geek-vape-aegis-legend-2-l200-vape-kit
vampirevape.co.uk,aspire nautilus 3 vape tank,aspire nautilus 3 replacement tank,https://vapeonlinestore.co.uk/products/nautilus-3-vape-tank-by-aspire,1.0,high,https://www.vampirevape.co.uk/aspire-nautilus-3-vape-tank
vampirevape.co.uk,aspire zelos 3 vape kit,aspire zelos 3 vape kit,https://vapeonlinestore.co.uk/products/zelos-3-aspire-vape-kit,1.0,high,https://www.vampirevape.co.uk/aspire-zelos-3-vape-kit
vampirevape.co.uk,aspire zelos 3 mod,aspire zelos 3 vape kit,https://vapeonlinestore.co.uk/products/zelos-3-aspire-vape-kit,1.0,high,https://www.vampirevape.co.uk/aspire-zelos-3-mod
vampirevape.co.uk,double drip coil sauce cherry cream soda 50ml shortfill e-liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-cherry-cream-soda-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Crystal Mist 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-crystal-mist-50ml-shortfill-e-liquid
vampirevape.co.uk,double drip coil sauce fizzy cherry cola 50ml shortfill e-liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-fizzy-cherry-cola-50ml-shortfill-e-liquid
vampirevape.co.uk,double drip coil sauce lemon sherbet 50ml shortfill e-liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-lemon-sherbet-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Mango Raspberry Ice Cream 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-mango-raspberry-ice-cream-50ml-shortfill-e-liquid
vampirevape.co.uk,double drip coil sauce mango tropic 50ml shortfill e-liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-mango-tropic-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Orange And Mango Chill 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-orange-mango-chill-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Sherbet Rainbow 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-sherbet-rainbow-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Strawberry Banana Waffle 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-banana-waffle-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Strawberry Laces And Sherbet 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-strawberry-laces-sherbet-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Super Berry Sherbet 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-super-berry-sherbet-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Coils Sauce Twisted Ice Cream 50Ml Shortfill E-Liquid,double drip shortfill 50ml e -liquid,https://vapeonlinestore.co.uk/products/double-drip-shortfill-50ml-e-liquid,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-twisted-ice-cream-50ml-shortfill-e-liquid
vampirevape.co.uk,Double Drip Nic Salt 10Ml E-Liquid,double drip 50/50 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/double-drip-50-50-e-liquid-10ml,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-nic-salts-cherry-bakewell-10ml-e-liquid
vampirevape.co.uk,Double Drip Nic Salt Crystal 10Ml E-Liquid,double drip 50/50 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/double-drip-50-50-e-liquid-10ml,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-nic-salts-crystal-mist-10ml-e-liquid
vampirevape.co.uk,Double Drip 50 50 10Ml E-Liquid,double drip 50/50 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/double-drip-50-50-e-liquid-10ml,1.0,high,https://www.vampirevape.co.uk/double-drip-50-50-blackberry-grape-10ml-e-liquid
vampirevape.co.uk,double drip coil sauce raspberry sherbet 10ml e-liquid,double drip 50/50 10ml nic salt e-liquid,https://vapeonlinestore.co.uk/products/double-drip-50-50-e-liquid-10ml,1.0,reviewed,https://www.vampirevape.co.uk/double-drip-coil-sauce-raspberry-sherbet-10ml-e-liquid
vampirevape.co.uk,Uwell Caliburn Refill Pods,uwell caliburn x empty replacement pods pack of 2,https://vapeonlinestore.co.uk/products/uwells-caliburn-x-empty-cartridge-2-pack,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-replacement-pods-4pk
vampirevape.co.uk,smok lp2 coils - 5pk,smok lp2 replacement coils cheap pack of 5,https://vapeonlinestore.co.uk/products/smok-lp2-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/smok-lp2-coils-5pk
vampirevape.co.uk,uwell caliburn g coils - 4pk,caliburn g & g2 replacement coils by uwell pack of 4,https://vapeonlinestore.co.uk/products/caliburn-g-replacement-coils-by-uwell,1.0,reviewed,https://www.vampirevape.co.uk/uwell-caliburn-g-coils-4pk
vampirevape.co.uk,eleaf ec coils - 5pk,eleaf ec ijust 2 coils,https://vapeonlinestore.co.uk/products/eleaf-ec-ijust-2-coils,1.0,reviewed,https://www.vampirevape.co.uk/eleaf-ec-coils-5pk
vampirevape.co.uk,smok nord 4 replacement pods - 3pk,smok nord 4 replacement pods,https://vapeonlinestore.co.uk/products/smok-nord-4-replacement,1.0,high,https://www.vampirevape.co.uk/smok-nord-4-replacement-pods-3pk
vampirevape.co.uk,uwell caliburn a2 replacement pods - 4pk,uwell caliburn a2 replacement pods pack of 4,https://vapeonlinestore.co.uk/products/uwell-caliburn-a2-pod,1.0,high,https://www.vampirevape.co.uk/uwell-caliburn-a2-replacement-pods-4pk
vampirevape.co.uk,smok g-priv pod - rpm 2 - 3 pk,smok g priv replacement pods pack of 3,https://vapeonlinestore.co.uk/products/smok-g-priv-replacement-pods,1.0,reviewed,https://www.vampirevape.co.uk/smok-g-priv-pod-rpm-2-3-pk
vampirevape.co.uk,smok rpm 2 replacement pods - 3pk,smok rpm 2 replacement pods pack of 3,https://vapeonlinestore.co.uk/products/smok-rpm-2-pods,1.0,high,https://www.vampirevape.co.uk/smok-rpm-2-replacement-pods-3pk
vampirevape.co.uk,freemax ms mesh coils - 5pk,freemax marvos ms mesh replacement coils,https://vapeonlinestore.co.uk/products/freemax-marvos-ms-mesh-replacement-coils,1.0,reviewed,https://www.vampirevape.co.uk/freemax-ms-mesh-coils-5pk
vampirevape.co.uk,voopoo ito coils - 5pk,voopoo ito replacement coils [pack of 5],https://vapeonlinestore.co.uk/products/voopoo-ito-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/voopoo-ito-coils-5pk
vampirevape.co.uk,Voopoo Ito Empty Refill Pods,Voopoo Ito X Refill Pods,https://vapeonlinestore.co.uk/products/voopoo-ito-x-pod,1.0,high,https://www.vampirevape.co.uk/voopoo-ito-replacement-pods-2pk
vampirevape.co.uk,geek vape obelisk 65 replacement pod - 1pk,geekvape obelisk 65 replacement pods pack of 1,https://vapeonlinestore.co.uk/products/geekvape-obelisk-65-replacement-pods,1.0,high,https://www.vampirevape.co.uk/geek-vape-obelisk-65-replacement-pod-1pk
vampirevape.co.uk,aspire af mesh coils - 5pk,aspire af mesh replacement coils,https://vapeonlinestore.co.uk/products/aspire-af-mesh-coils-pack-of-5,1.0,reviewed,https://www.vampirevape.co.uk/aspire-af-mesh-coils-5pk
vampirevape.co.uk,smok nord pro coils - 5pk,smok nord pro replacement coils pack of 5,https://vapeonlinestore.co.uk/products/nord-pro-coils-smok,1.0,high,https://www.vampirevape.co.uk/smok-nord-pro-coils-5pk
vampirevape.co.uk,uwell valyrian iii coils - 2pk,uwell valyrian 3 replacement coils pack of 2,https://vapeonlinestore.co.uk/products/valyrian-3-coils-2-pack-by-uwell,1.0,high,https://www.vampirevape.co.uk/uwell-valyrian-iii-coils-2pk
vampirevape.co.uk,geek vape h45 replacement pods - 2pk,geekvape h45 (hero 2) replacement pod,https://vapeonlinestore.co.uk/products/geekvape-h45-hero-2-pod,1.0,reviewed,https://www.vampirevape.co.uk/geek-vape-h45-replacement-pods-2pk
vampirevape.co.uk,smok rpm 5 vape pod kit,smok rpm 5 pod kit price online vape kits,https://vapeonlinestore.co.uk/products/smok-rpm-5-pod-kit,1.0,high,https://www.vampirevape.co.uk/smok-rpm5-vape-pod-kit
vampirevape.co.uk,smok rpm 5 replacement pods - 3pk,smok rpm 5 replacement pods,https://vapeonlinestore.co.uk/products/smok-rpm-5-replacement-pods,1.0,high,https://www.vampirevape.co.uk/smok-rpm-5-replacement-pods-3pk
vampirevape.co.uk,vaporesso gen 200 mod,vaporesso gen 200 vape kit,https://vapeonlinestore.co.uk/products/vaporesso-vape-kit-gen-200,1.0,high,https://www.vampirevape.co.uk/vaporesso-gen-200-mod
vampirevape.co.uk,smok rpm 3 coils - 5pk,smok rpm 3 coils pack of 5,https://vapeonlinestore.co.uk/products/smok-rpm-3-coils-pack-of-5,1.0,high,https://www.vampirevape.co.uk/smok-rpm-3-coils-5pk
vampirevape.co.uk,vaporesso gen air 40 replacement pods - 2pk,vaporesso gen air 40 replacement pod,https://vapeonlinestore.co.uk/products/vaporesso-gen-air-40-pod,1.0,high,https://www.vampirevape.co.uk/vaporesso-gen-air-40-replacement-pods-2pk
vampirevape.co.uk,Voopoo Drag Q Kit,voopoo drag q pod kit,https://vapeonlinestore.co.uk/products/voopoo-drag-q-pod-kit,1.0,high,https://www.vampirevape.co.uk/voopoo-drag-q-kit-marsala
vampirevape.co.uk,innokin gomax vape tank,innokin gomax vape tank,https://vapeonlinestore.co.uk/products/innokin-go-max-tank,1.0,high,https://www.vampirevape.co.uk/innokin-gomax-vape-tank
vampirevape.co.uk,innokin gozee mod,innokin gozee vape kit,https://vapeonlinestore.co.uk/products/innokin-gozee-vape-kit,1.0,high,https://www.vampirevape.co.uk/innokin-gozee-mod
vampirevape.co.uk,innokin go z vape tank,go z tank by innokin,https://vapeonlinestore.co.uk/products/go-z-tank-by-innokin,1.0,high,https://www.vampirevape.co.uk/innokin-go-z-vape-tank
vampirevape.co.uk,smok nord 5 vape pod kit,smok nord 5 vape kit,https://vapeonlinestore.co.uk/products/smok-nord-5-vape-kit,1.0,high,https://www.vampirevape.co.uk/smok-nord-5-vape-pod-kit
vampirevape.co.uk,smok nord 5 replacement pods - 3pk,smok nord 5 replacement pods,https://vapeonlinestore.co.uk/products/smok-nord-5-replacement-pod,1.0,high,https://www.vampirevape.co.uk/smok-nord-5-replacement-pods-3pk
