competitor,competitor_product,vos_product,vos_url,score,confidence,competitor_url
vapeshop.co.uk,Nic Salt By Ivg Intense,ivg intense 10ml nic salts,https://vapeonlinestore.co.uk/products/ivg-intense-10ml-nic-salts,1.0,high,https://vapeshop.co.uk/products/forest-berries-ice-nic-salt-by-ivg-intense
vapeshop.co.uk,uwell caliburn g5 lite kit,uwell caliburn g5 lite pod vape kit,https://vapeonlinestore.co.uk/products/uwell-caliburn-g5-lite,1.0,high,https://vapeshop.co.uk/products/uwell-caliburn-g5-lite-kit
vapeshop.co.uk,voopoo vinci s kit,voopoo vinci s vape pod kit,https://vapeonlinestore.co.uk/products/voopoo-vinci-s-vape-pod-kit,1.0,high,https://vapeshop.co.uk/products/voopoo-vinci-s-kit
vapeshop.co.uk,Lost Mary Nic Salt,Lost Mary Nic Salt 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/lost-mary-salts-10ml,1.0,high,https://vapeshop.co.uk/products/mr-blue-lost-mary-nic-salt
vapeshop.co.uk,ske bar kit,Ske Bar 600 Compliant Prefilled Pods Kit,https://vapeonlinestore.co.uk/products/crystal-bar-600-puffs-20mg-disposable-vape-device,1.0,reviewed,https://vapeshop.co.uk/products/ske-bar-kit
vapeshop.co.uk,vaporesso gti dual mesh coils,vaporesso gti replacement mesh coils pack of 5,https://vapeonlinestore.co.uk/products/gti-replacement-mesh-coils-5-pack-by-vaporesso,1.0,reviewed,https://vapeshop.co.uk/products/vaporesso-g-ti-dual-mesh-coils
vapeshop.co.uk,uwell caliburn gpp pods,uwell caliburn gpp replacement pods,https://vapeonlinestore.co.uk/products/uwell-caliburn-gpp-replacement-pods,1.0,high,https://vapeshop.co.uk/products/uwell-caliburn-gpp-pods
vapeshop.co.uk,vaporesso xros 5 nano kit,vaporesso xros 5 nano pod kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-5-nano,1.0,high,https://vapeshop.co.uk/products/vaporesso-xros-5-nano-kit
vapeshop.co.uk,pyne pod click 50k kit,Pyne Pod Click 50000 Prefilled Pods Kit,https://vapeonlinestore.co.uk/products/pyne-pod-click-50k,1.0,high,https://vapeshop.co.uk/products/pyne-pod-click-50k-kit
vapeshop.co.uk,Nic Salt By Bar Juice 5000,Bar Juice 5000 Nic Salt E-Liquid,https://vapeonlinestore.co.uk/products/apple-peach-bar-juice-5000,1.0,high,https://vapeshop.co.uk/products/strawberry-raspberry-blueberry-nic-salt-by-bar-juice-5000
vapeshop.co.uk,higo bb 4000 refill pack,higo bb 4000 refill pods,https://vapeonlinestore.co.uk/products/higo-bb-4000-pods,1.0,high,https://vapeshop.co.uk/products/higo-bb-4000-refill-pack
vapeshop.co.uk,higo bb 4000 vape kit,higo bb 4000 vape kit,https://vapeonlinestore.co.uk/products/higo-bb-4000-vape-kit,1.0,high,https://vapeshop.co.uk/products/higo-bb-4000-vape-kit
vapeshop.co.uk,voopoo argus p3 kit,voopoo argus p3 vape kit,https://vapeonlinestore.co.uk/products/voopoo-argus-p3-vape-kit,1.0,high,https://vapeshop.co.uk/products/voopoo-argus-p3-kit
vapeshop.co.uk,titan pro 15k refill pack,titan pro 15k refill pod,https://vapeonlinestore.co.uk/products/titan-pro-15k-refill-pod,1.0,high,https://vapeshop.co.uk/products/titan-pro-15k-refill-pack
vapeshop.co.uk,titan pro 15k kit,titan pro 15k puffs prefilled pod kit,https://vapeonlinestore.co.uk/products/titan-pro-15k,1.0,high,https://vapeshop.co.uk/products/titan-pro-15k-kit
vapeshop.co.uk,Nordic Spirit Pouches,nordic spirit nicotine pouches,https://vapeonlinestore.co.uk/products/nordic-spirit-nicotine-pouches,1.0,high,https://vapeshop.co.uk/products/melon-nordic-spirit-nicotine-pouches
vapeshop.co.uk,ivg reload mini kit,ivg reload mini prefilled pod kit,https://vapeonlinestore.co.uk/products/ivg-reload-mini-prefilled-pod-kit,1.0,high,https://vapeshop.co.uk/products/ivg-reload-mini-kit
vapeshop.co.uk,ske bar 15k kit,ske bar 15k prefilled pod kit,https://vapeonlinestore.co.uk/products/ske-bar-15k-prefilled-pod-kit,1.0,high,https://vapeshop.co.uk/products/ske-bar-15k-kit
vapeshop.co.uk,voopoo pnp x pods,Voopoo Pnp X Refill Pods,https://vapeonlinestore.co.uk/products/pnp-x-replacement-pod-by-voopoo,1.0,high,https://vapeshop.co.uk/products/voopoo-pnp-x-pods
vapeshop.co.uk,voopoo drag s3 kit,voopoo drag s3 vape kit,https://vapeonlinestore.co.uk/products/voopoo-drag-s3-vape-kit,1.0,high,https://vapeshop.co.uk/products/voopoo-drag-s3-kit
vapeshop.co.uk,oxva xlim 3 ultra kit,oxva xlim 3 ultra kit,https://vapeonlinestore.co.uk/products/oxva-xlim-3-ultra-kit,1.0,high,https://vapeshop.co.uk/products/oxva-xlim-3-ultra-kit
vapeshop.co.uk,oxva xlim pro 3 kit,oxva xlim pro 3 pod kit,https://vapeonlinestore.co.uk/products/oxva-xlim-pro-3,1.0,high,https://vapeshop.co.uk/products/oxva-xlim-pro-3-kit
vapeshop.co.uk,Nic Salt By Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,1.0,high,https://vapeshop.co.uk/products/white-chocolate-hazelnut-tobacco-nic-salt-by-vampire-vape
vapeshop.co.uk,Uwell Viscore Pro Plus Refill Pods,uwell viscore pro+ prefilled refill pods,https://vapeonlinestore.co.uk/products/uwell-viscore-pro-plus-pods,1.0,high,https://vapeshop.co.uk/products/red-apple-ice-uwell-viscore-pro-refill-pack
vapeshop.co.uk,vaporesso xros corex 3.0 pods,vaporesso xros corex 3.0 replacement pods,https://vapeonlinestore.co.uk/products/vaporesso-xros-corex-3-0-replacement-pods,1.0,high,https://vapeshop.co.uk/products/vaporesso-xros-corex-3-0-pods
vapeshop.co.uk,vaporesso xros pro 2 kit,vaporesso xros pro 2 pod vape kit,https://vapeonlinestore.co.uk/products/vaporesso-xros-pro-2,1.0,high,https://vapeshop.co.uk/products/vaporesso-xros-pro-2-kit
vapeshop.co.uk,ivg xl35 kit,ivg xl 35k prefilled pod kit,https://vapeonlinestore.co.uk/products/ivg-xl-35k-prefilled-pod-kit,1.0,reviewed,https://vapeshop.co.uk/products/ivg-xl35-kit
vapeshop.co.uk,titan x kit,Titan Prefilled Pods Kit,https://vapeonlinestore.co.uk/products/box-of-10-titan-10000,1.0,high,https://vapeshop.co.uk/products/titan-x-kit
vapeshop.co.uk,Nic Salt By Angel,angel 10ml nic salts,https://vapeonlinestore.co.uk/products/angel-10ml,1.0,high,https://vapeshop.co.uk/products/lemon-breeze-nic-salt-by-angel
vapeshop.co.uk,oxva xlim go 2 kit,oxva xlim go 2 pod vape kit,https://vapeonlinestore.co.uk/products/oxva-xlim-go-2,1.0,high,https://vapeshop.co.uk/products/oxva-xlim-go-2-kit
vapeshop.co.uk,hayati quokka lite kit,hayati quokka lite pod kit,https://vapeonlinestore.co.uk/products/hayati-quokka-lite-vape-kit,1.0,high,https://vapeshop.co.uk/products/hayati-quokka-lite-kit
vapeshop.co.uk,hayati quokka pro kit,hayati quokka pro pod kit,https://vapeonlinestore.co.uk/products/hayati-quokka-pro-vape-kit,1.0,high,https://vapeshop.co.uk/products/hayati-quokka-pro-kit
vapeshop.co.uk,hayati quokka pods,hayati quokka replacement pods – 0.6ω/0.8ω/1.2ω side-fill,https://vapeonlinestore.co.uk/products/hayati-quokka-pods,1.0,reviewed,https://vapeshop.co.uk/products/hayati-quokka-pods
vapeshop.co.uk,hayati quokka elite kit,hayati quokka elite pod kit,https://vapeonlinestore.co.uk/products/hayati-quokka-elite-pod-kit,1.0,high,https://vapeshop.co.uk/products/hayati-quokka-elite-kit
vapeshop.co.uk,pixl 8000 kit,pixl 8000 prefilled pod vape kit,https://vapeonlinestore.co.uk/products/pixl-8000,1.0,high,https://vapeshop.co.uk/products/pixl-8000-kit
vapeshop.co.uk,oxva slim stick kit,oxva slimstick prefilled pod kit,https://vapeonlinestore.co.uk/products/oxva-slimstick-prefilled-pod-kit,1.0,reviewed,https://vapeshop.co.uk/products/oxva-slim-stick-kit
vapeshop.co.uk,B Gum Hayati Mini Ultra Refill Pods,hayati mini ultra 1500 puff prefilled replacement pods,https://vapeonlinestore.co.uk/products/hayati-mini-ultra-1500-pods,1.0,reviewed,https://vapeshop.co.uk/products/straw-watermelon-b-gum-hayati-mini-ultra-refill-pack
vapeshop.co.uk,blueberry cotton k hayati mini ultra refill pack,hayati mini ultra 1500 puff prefilled replacement pods,https://vapeonlinestore.co.uk/products/hayati-mini-ultra-1500-pods,1.0,reviewed,https://vapeshop.co.uk/products/blueberry-cotton-k-hayati-mini-ultra-refill-pack
vapeshop.co.uk,Nic Salt By Doozy Infinity,doozy vape infinity 5mg 10ml nic salts,https://vapeonlinestore.co.uk/products/doozy-vape-infinity-5mg-10ml,1.0,high,https://vapeshop.co.uk/products/pineapple-raspberry-nic-salt-by-doozy-infinity
vapeshop.co.uk,oxva nexlim go kit,oxva nexlim go pod vape kit,https://vapeonlinestore.co.uk/products/oxva-nexlim-go-kit,1.0,high,https://vapeshop.co.uk/products/oxva-nexlim-go-kit
vapeshop.co.uk,voopoo argus matrix kit,voopoo argus matrix pod kit,https://vapeonlinestore.co.uk/products/voopoo-argus-matrix-pod-kit,1.0,high,https://vapeshop.co.uk/products/voopoo-argus-matrix-kit
vapeshop.co.uk,Elf Bar Plus 50 Refill Pods,elf bar plus 50 prefilled pods,https://vapeonlinestore.co.uk/products/elf-bar-plus-50-pods,1.0,high,https://vapeshop.co.uk/products/blueberry-sour-raspberry-elfbar-plus-50-refill-pack
vapeshop.co.uk,vuse ultra device kit,vuse ultra vape kit,https://vapeonlinestore.co.uk/products/vuse-ultra-vape-kit,1.0,high,https://vapeshop.co.uk/products/vuse-ultra-device-kit
vapeshop.co.uk,Nic Salt By Seriously Bar Salts,seriously bar salts 10ml juice,https://vapeonlinestore.co.uk/products/seriously-bar-salts-10ml-juice,1.0,high,https://vapeshop.co.uk/products/watermelon-ice-nic-salt-by-seriously-bar-salts
vapeshop.co.uk,Ske 600 Pro Pods,ske 600 pro prefilled replacement pods,https://vapeonlinestore.co.uk/products/ske-600-pro-pre-filled-pods,1.0,high,https://vapeshop.co.uk/products/watermelon-burst-ske-600-pro-pods
vapeshop.co.uk,Nic Salt By Lost Vape,lost vape 10ml nic salts,https://vapeonlinestore.co.uk/products/lost-vape-10ml-nic-salts,1.0,high,https://vapeshop.co.uk/products/sour-fruit-medley-nic-salt-by-lost-vape
vapeshop.co.uk,vaporesso luxe xr max 2 kit,vaporesso luxe xr max 2 kit,https://vapeonlinestore.co.uk/products/vaporesso-luxe-xr-max-2-kit,1.0,high,https://vapeshop.co.uk/products/vaporesso-luxe-xr-max-2-kit
vapeshop.co.uk,lost vape ursa v3 pods,lost vape ursa v3 replacement pods pack of 3,https://vapeonlinestore.co.uk/products/lost-vape-ursa-v3-replacement-pods,1.0,high,https://vapeshop.co.uk/products/lost-vape-ursa-v3-pods
vapeshop.co.uk,voopoo vinci e pods,voopoo vinci replacement pods pack of 3,https://vapeonlinestore.co.uk/products/voopoo-vinci-replacement-pods,1.0,high,https://vapeshop.co.uk/products/voopoo-vinci-e-pods
vapeshop.co.uk,summo ultra1 pro kit,summo ultra 1 pro pod vape kit,https://vapeonlinestore.co.uk/products/summo-ultra-1-pro-pod-vape-kit,1.0,high,https://vapeshop.co.uk/products/summo-ultra1-pro-kit
vapeshop.co.uk,summo ultra1 dual mesh pods,summo ultra1 dual mesh pods,https://vapeonlinestore.co.uk/products/summo-ultra1-dual-mesh-pods,1.0,high,https://vapeshop.co.uk/products/summo-ultra1-dual-mesh-pods
vapeshop.co.uk,By Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,1.0,high,https://vapeshop.co.uk/products/kiwi-cooler-by-vampire-vape
vapeshop.co.uk,lost mary nera30k kit,Lost Mary Nera 30000 Puffs Pod Kit,https://vapeonlinestore.co.uk/products/box-of-10-lost-mary-nera-30k,1.0,high,https://vapeshop.co.uk/products/lost-mary-nera30k-kit
vapeshop.co.uk,oxva xlim pro 2 dna kit,oxva xlim pro 2 dna pod vape kit,https://vapeonlinestore.co.uk/products/oxva-xlim-pro-2-dna,1.0,high,https://vapeshop.co.uk/products/oxva-xlim-pro-2-dna-kit
vapeshop.co.uk,voopoo argus g3 mini kit,voopoo argus g3 mini pod kit,https://vapeonlinestore.co.uk/products/voopoo-argus-g3-mini,1.0,high,https://vapeshop.co.uk/products/voopoo-argus-g3-mini-kit
vapeshop.co.uk,innokin ne-mo vape kit,innokin ne-mo vape pod kit,https://vapeonlinestore.co.uk/products/innokin-ne-mo-pod-kit,1.0,high,https://vapeshop.co.uk/products/innokin-ne-mo-vape-kit
vapeshop.co.uk,Nic Salt By Ske,Ske Nic Salt 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/ske-crystal-salts-10ml,1.0,high,https://vapeshop.co.uk/products/banana-ice-nic-salt-by-ske-crystal
vapeshop.co.uk,oxva xlim ez pods,oxva xlim ez replacement pods,https://vapeonlinestore.co.uk/products/oxva-xlim-ez-replacement-pods,1.0,high,https://vapeshop.co.uk/products/oxva-xlim-ez-pods
