competitor,competitor_product,vos_product,vos_url,variant_type,missing_variant,vos_status,vos_closest_variant,competitor_price,competitor_url,match_confidence
vampirevape.co.uk,Refill Pods,Refill Pods,https://vapeonlinestore.co.uk/products/smok-tech247-replacement-pods,flavour,smok247 empty,not listed on VOS,,3.69,https://www.vampirevape.co.uk/smok-tech247-empty-replacement-pod-2pk,high
vampirevape.co.uk,Smok Propod Gt Kit,Smok Propod Pod Vape Kit,https://vapeonlinestore.co.uk/products/smok-propod-pod-kit,colour,peacock green,not listed on VOS,,12.99,https://www.vampirevape.co.uk/smok-propod-gt-kit-peacock-green,medium
vampirevape.co.uk,uwell valyrian iii coils - 2pk,Valyrian Coils By Uwell,https://vapeonlinestore.co.uk/products/valyrian-coils-2-pack-by-uwell,resistance,uwell valyrian iii 0.14ohm,not listed on VOS,,7.99,https://www.vampirevape.co.uk/uwell-valyrian-iii-coils-2pk,medium
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,all day grape,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-all-day-grape-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,bat,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-bat-juice-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,caramel latte,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-caramel-latte-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,caramelised banana pancake,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-caramelised-banana-pancake-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,caribbean ice,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-caribbean-ice-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,catapult,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-catapult-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,catapult,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-catapult-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,cherry breeze,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-cherry-breeze-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,cherry tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-cherry-tobacco-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,cherry tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-cherry-tobacco-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,cola,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-cola-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-heisenberg-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-heisenberg-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg cola,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-heisenberg-cola-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg cola,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-heisenberg-cola-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg grape,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-heisenberg-grape-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg grape,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-heisenberg-grape-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg gum,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-heisenberg-gum-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg gum,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-heisenberg-gum-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg orange,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-heisenberg-orange-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,heisenberg orange,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-heisenberg-orange-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,highland brew,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-highland-brew-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,kiwi cooler,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-kiwi-cooler-10ml-vape-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,kiwi cooler,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-kiwi-cooler-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,mango paradise,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-mango-paradise-20ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,mango paradise,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-mango-paradise-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,menthol tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-menthol-tobacco-10ml-e-liquid,high
vampirevape.co.uk,10Ml E-Liquid,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,nicit up,not listed on VOS,,2.0,https://www.vampirevape.co.uk/nicit-up-10ml-e-liquid,low
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,orange soda,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-orange-soda-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,passion fruit splash,not listed on VOS,,3.99,https://www.vampirevape.co.uk/passionfruit-splash-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,passion fruit splash,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-passionfruit-splash-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pear drops,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pear-drops-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pineapple dream,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pineapple-dream-10ml-vape-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pineapple dream,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pineapple-dream-10ml-nic-salt-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pineapple grapefruit fizz,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pineapple-grapefruit-fizz-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-pinkman-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman apple,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-apple-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman apple,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-pinkman-apple-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman blue raspberry,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-blue-razz-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman blue raspberry,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-pinkman-blue-razz-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman cherry,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-cherry-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman cherry,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-pinkman-cherry-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman ice,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-ice-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman watermelon,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pinkman-watermelon-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pinkman watermelon,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-pinkman-watermelon-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,pistachio milkshake,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-pistachio-milkshake-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,purple craze,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-purple-craze-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,purple craze,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-purple-craze-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,purple craze ice,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-purple-craze-ice-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,purple craze ice,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-purple-craze-ice-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,raspberry ripple ice cream,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-raspberry-ripple-ice-cream-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,rhubarb crumble,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-rhubarb-crumble-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,rum tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-rum-tobacco-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,rum tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-rum-tobacco-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,strawberry burst,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-strawberry-burst-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,tropical tsunami,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-tropical-tsunami-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,vamp toes,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-vamp-toes-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,vamp toes,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-vamp-toes-10ml-e-liquid,high
vampirevape.co.uk,Freebase Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,vanilla cappuccino tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-vanilla-cappuccino-tobacco-10ml-e-liquid,high
vampirevape.co.uk,Nic Salt Vape Juice 10Ml Vampire Vape,Vampire Vape 10Ml E-Liquid,https://vapeonlinestore.co.uk/products/pack-of-10-vampire-vape-10ml-e-liquid,flavour,vanilla cappuccino tobacco,not listed on VOS,,3.99,https://www.vampirevape.co.uk/vampire-vape-nic-salt-vanilla-cappuccino-tobacco-10ml-e-liquid,high
